Date,MAX,MIN,R.F,EVP,DR,SSH
2010-12-25,30.6,9.5,0,2.1,0,9.6
2010-12-26,29.2,9.3,0,3,0,9.2
2010-12-27,28.8,11.2,0,2.3,0,7.7
2010-12-28,28.6,12.8,0,2.5,0,6.8
2010-12-29,29.1,14.5,0,2.8,0,8.1
2010-12-30,27.9,14.8,0,3,0,3
2010-12-31,26.8,15.3,0,1.7,0,8.1
2011-01-01,27.3,10.1,0,3.5,0,8.5
2011-01-02,24.9,10.8,0,2.5,0,5
2011-01-03,25.5,14.6,0,2.6,0,6.6
2011-01-04,27.6,13.7,0,3.8,0,6.5
2011-01-05,28.1,13.9,0,3.1,0,3.8
2011-01-06,26.7,10.3,0,2.4,0,9.2
2011-01-07,27,5.3,0,3,0,10
2011-01-08,26.9,6.7,0,5.1,0,9.4
2011-01-09,29.4,8.3,0,2.7,0,9.5
2011-01-10,29,7.3,0,2.9,0,9.5
2011-01-11,28.3,6.3,0,3.4,0,9.6
2011-01-12,30.4,7.2,0,2.5,0,9.9
2011-01-13,29.9,8.1,0,3,0,8.7
2011-01-14,31.1,8.6,0,2,0,10
2011-01-15,31.8,8.9,0,2.4,0,9.7
2011-01-16,30.8,9.8,0,3,0,9.2
2011-01-17,30.1,9.9,0,3.3,0,9.5
2011-01-18,31.1,10.5,0,3.4,0,9.1
2011-01-19,32.1,10.1,0,4.5,0,9.7
2011-01-20,32.5,9.9,0,3.4,0,9.8
2011-01-21,32.7,9.5,0,2.8,0,9.9
2011-01-22,30.4,8.3,0,5.1,0,9.6
2011-01-23,31.7,9.2,0,3.1,0,9
2011-01-24,32.7,10.6,0,3,0,9.4
2011-01-25,31.9,11.5,0,3.7,0,9.5
2011-01-26,31.7,11.6,0,4.3,0,9.4
2011-01-27,30.7,11.1,0,4,0,10
2011-01-28,32.9,11.2,0,2.9,0,9.8
2011-01-29,32,10.3,0,5.8,0,9.7
2011-01-30,32.6,10.6,0,4.1,0,9.4
2011-01-31,32.1,11.9,0,4.2,0,9.3
2011-02-01,31.3,12.4,0,4.9,0,8.9
2011-02-02,31.9,12.2,0,4.9,0,9.4
2011-02-03,31.4,12.6,0,3.4,0,9.7
2011-02-04,30.7,12.1,0,4.8,0,9.7
2011-02-05,31,11.3,0,5.7,0,9.8
2011-02-06,31.7,9.8,0,5.6,0,10.9
2011-02-07,32.5,13.8,0,3.3,0,9.9
2011-02-08,32.7,11.6,0,4.4,0,9.7
2011-02-09,31.9,11.5,0,5,0,9.4
2011-02-10,32.4,12.1,0,3.6,0,9.2
2011-02-11,31.9,10.6,0,4.2,0,9.6
2011-02-12,32.4,12.2,0,6.7,0,9.2
2011-02-13,32.5,12.8,0,4.5,0,9.7
2011-02-14,32.8,12.4,0,2.8,0,9.8
2011-02-15,32.1,12.2,0,4.8,0,9.7
2011-02-16,29.6,14.8,0,7.1,0,8.8
2011-02-17,27.6,11.7,0,5.3,0,10
2011-02-18,29.9,11.9,0,5.4,0,10.3
2011-02-19,30.1,12.6,0,5.4,0,9.6
2011-02-20,30.3,12.8,0,4.2,0,10
2011-02-21,30.4,10.9,0,3.5,0,10.4
2011-02-22,31.1,11.4,0,6.4,0,9.3
2011-02-23,30.7,15.5,0,6.3,0,8.1
2011-02-24,32.5,15.5,0,4.1,0,9.7
2011-02-25,31.9,12.3,0,4.5,0,10.8
2011-02-26,31.8,11.2,0,7.7,0,10.1
2011-02-27,31.9,12.7,0,5.4,0,8.2
2011-02-28,32.2,18.8,0,4.5,0,6.4
2011-03-01,32.7,18.4,0.4,4.3,0,7.2
2011-03-02,33.4,17.9,0,3.5,0,8.9
2011-03-03,33.9,15.8,0,5.7,0,8
2011-03-04,35.2,16.3,0,5.4,0,8.4
2011-03-05,35.3,16.3,0,5.4,0,8.6
2011-03-06,35.2,16.3,0,5,0,9.5
2011-03-07,36,16.4,0,4.5,0,9.1
2011-03-08,37.2,16.7,0,5.2,0,9
2011-03-09,36.8,15,0,6.1,0,9.8
2011-03-10,35.3,11.2,0,9.8,0,10.8
2011-03-11,35,10.6,0,6.5,0,9.6
2011-03-12,34.7,12.3,0,8.5,0,9.7
2011-03-13,34.9,13.3,0,6.2,0,9.8
2011-03-14,35.8,13.9,0,7.3,0,10
2011-03-15,26,13,0,6.1,0,9.6
2011-03-16,36.1,13.4,0,5.2,0,9.8
2011-03-17,35.8,11.8,0,7.7,0,7.7
2011-03-18,36.1,13.8,0,7.1,0,9.9
2011-03-19,37.5,14.6,0,6.9,0,9.9
2011-03-20,37.5,16.3,0,6.6,0,10.4
2011-03-21,36.2,13.9,0,9,0,9.5
2011-03-22,35.9,14.8,0,7,0,10.1
2011-03-23,36.2,15.5,0,9.6,0,9.9
2011-03-24,36.2,16.8,0,8.7,0,9.4
2011-03-25,35.3,17.8,0,6.8,0,9.6
2011-03-26,35.2,13.5,0,5.3,0,9.7
2011-03-27,35.9,17.8,0,7.1,0,9.5
2011-03-28,36.9,16.5,0,7.3,0,10.1
2011-03-29,37.8,18,0,7.5,0,9.7
2011-03-30,38.1,16.1,0,7.5,0,9.3
2011-03-31,37.7,16.2,0,9.4,0,9.8
2011-04-01,36.4,15.2,0,6.9,0,10
2011-04-02,35.3,11.2,0,10.6,0,10
2011-04-03,35.5,16.3,0,10,0,10.5
2011-04-04,34.3,13.4,0,9.7,0,10
2011-04-05,34.6,14.3,0,9,0,10.5
2011-04-06,36.1,18,0,9.1,0,9.8
2011-04-07,37,17.9,0,7,0,9.1
2011-04-08,37.4,14,0,8.3,0,9.6
2011-04-09,37,18.8,0,8.7,0,9.6
2011-04-10,37.3,19.9,0,9,0,6.9
2011-04-11,37.5,19.9,9,0,0,0
2011-04-12,37.5,21.3,8.1,0,0,0
2011-04-13,38.1,22.8,0,10.4,0,9.4
2011-04-14,37.9,20.2,0,10.3,0,9.9
2011-04-15,37.1,23.8,0,9.7,0,10.7
2011-04-16,36.8,23.5,0,12.6,0,9
2011-04-17,37.8,23.3,0,9,0,8.2
2011-04-18,38.7,23,0,8.7,0,10.7
2011-04-19,38,20.8,0,8.9,0,10
2011-04-20,38.2,20.1,0,10,0,9.6
2011-04-21,37.4,20.1,0,9,0,10.1
2011-04-22,37.8,20.9,0,9.7,0,10.5
2011-04-23,37.8,20,0,9.4,0,7.9
2011-04-25,37.4,20.6,25.6,0.8,1,8.5
2011-04-26,37.2,21.7,0,7.4,0,9.7
2011-04-27,38.4,21.9,0,7.3,0,10.2
2011-04-28,39.5,21.4,0,8,0,8.1
2011-04-29,39.7,22.5,0,10.8,0,10.1
2011-04-30,37,24,0,9,0,8.9
2011-05-01,40.3,24.8,0,8.5,0,10
2011-05-02,39.3,24.5,0,9.5,0,10.5
2011-05-03,38.3,22.3,0,9.8,0,10.8
2011-05-04,36.5,21.5,0,11.3,0,11.3
2011-05-05,35.2,21.2,0,11.7,0,11.2
2011-05-06,35.7,21.7,0,9.9,0,9.9
2011-05-07,35.6,19.6,0,9.1,0,10.8
2011-05-08,34.8,21.9,0,8.2,0,10.2
2011-05-09,37.2,23.1,0,9.5,0,9.8
2011-05-10,36.1,23.1,0,10.9,0,9.7
2011-05-11,35.8,20.5,0,10,0,10.8
2011-05-12,36.4,22,0,11.9,0,11
2011-05-13,36.8,22.2,0,11.2,0,11.3
2011-05-14,36.7,22.8,0,10.3,0,9.5
2011-05-15,37.3,22.3,0,8.8,0,9.8
2011-05-16,38.9,26.2,0,11.5,0,1.7
2011-05-17,36.3,25,0,7.5,0,8.7
2011-05-18,40.4,24.7,0,9.5,0,5.4
2011-05-19,37.7,24.7,0,10.8,0,10.8
2011-05-20,36.9,22.9,0,10,0,11.5
2011-05-21,35.5,24.5,0,13.8,0,10.5
2011-05-22,34.4,25,0,11.2,0,10.9
2011-05-23,34.9,25,0,11.8,0,11.5
2011-05-24,36.2,24.3,0,10,0,11.5
2011-05-25,36.4,23.3,0,8,0,11.1
2011-05-26,37.7,23.3,0,10.4,0,8.1
2011-05-27,37.6,22.2,4,10,2,5.2
2011-05-28,36.6,23.8,0,6.8,0,8.8
2011-05-29,37.1,24.6,0.8,9.8,0,11.2
2011-05-30,36.9,25.3,0,8.6,0,10.2
2011-05-31,35.9,24.3,0,9.2,0,11.8
2011-06-01,35.8,24.2,0,8.2,0,11.5
2011-06-02,36.1,24.3,0,9.7,0,7.1
2011-06-03,36.9,20.5,29.5,4.5,7,2.5
2011-06-04,32.1,22.8,63,6.5,4,3
2011-06-05,30.6,23.3,26.1,2.8,1,3.1
2011-06-06,31,23,25.8,9.5,1,2.7
2011-06-07,30.9,22.3,0.1,7.9,0,9.9
2011-06-08,32.4,23,0,5.4,0,8.9
2011-06-09,31.8,23.4,0,6.6,0,0
2011-06-10,26.8,22.6,45.4,1.3,0,1
2011-06-11,25.6,22.2,29.4,1.6,17,0
2011-06-12,25.9,22.1,5.6,1.2,7,3.1
2011-06-13,29.5,22.3,3,2.5,1,6.8
2011-06-14,30.5,22.8,2.6,5.5,0,5.3
2011-06-15,28.9,21.7,2.4,3.7,0,1.2
2011-06-16,29.2,22.8,0.3,4.4,0,0.7
2011-06-17,28.5,22.2,5.3,3.2,2,4.1
2011-06-18,29,22.8,0.6,4.1,0,6.2
2011-06-19,29.9,23.4,0,4.2,0,5.6
2011-06-20,30.1,23.5,0.2,4.1,0,2.1
2011-06-21,28.9,23.1,2.2,3.7,0,3.6
2011-06-22,29.1,23.6,0.2,4.8,0,2.8
2011-06-23,29.8,23.8,1.8,4.7,0,8.7
2011-06-24,30.6,23.6,0,5.5,0,5.2
2011-06-25,30,24.5,0.1,5.8,0,0.5
2011-06-26,30.6,23.8,0,4.6,0,0
2011-06-27,27.9,23.7,0.9,3.2,0,4
2011-06-28,29.9,23.1,7.2,3.5,1,1.3
2011-06-29,29,23,5,3.2,2,2.4
2011-06-30,29.4,22.5,0.2,5.1,0,5.4
2011-07-01,30.7,27.6,0,4.8,0,6.2
2011-07-02,30.7,22.5,0.1,4.1,0,5
2011-07-03,30.5,22.8,2.8,1.5,0,0
2011-07-04,27.3,21.5,1.5,3.6,0,5.1
2011-07-05,30.1,22.3,6.2,3.4,0,7.1
2011-07-06,31.4,23,0.4,4.7,2,0.8
2011-07-07,29.5,23.7,1.4,3.3,0,1
2011-07-08,29.1,21.3,5.5,0.4,2,0.8
2011-07-09,27.3,21.5,11.5,3.9,5,2.5
2011-07-10,28.6,21.6,5.2,0.2,2,4.7
2011-07-11,28.8,22.3,3.1,4,0,8.3
2011-07-12,29.7,22.4,0.3,4.4,0,1.7
2011-07-13,28.5,22.8,0,4.7,0,0
2011-07-14,26.2,21,16.5,1.6,9,0
2011-07-15,26,21.5,0.2,2.2,0,3.7
2011-07-16,29.1,22.3,1,4.1,0,1.2
2011-07-17,29.1,22.4,14.5,0.3,7,0
2011-07-18,27.4,22.8,33.1,2.5,16,0
2011-07-19,26.5,22.8,20.2,2.1,6,0
2011-07-20,25,22.4,37.6,1.4,12,0.9
2011-07-21,28.5,23.2,0.4,4.7,0,0.8
2011-07-22,27.8,22.8,0.4,2.7,0,0.8
2011-07-23,28.2,22.5,0.1,3.8,0,2.9
2011-07-24,28.9,21.6,1.8,2.4,0,4.1
2011-07-25,28.6,23.3,0.1,2.9,0,6.2
2011-07-26,30.6,22,0,4,0,2
2011-07-27,30.8,22.8,6.9,5.1,1,3.5
2011-07-28,30,22,0,4.7,0,5
2011-07-29,29.6,21.5,23.8,4.6,7,3.6
2011-07-30,27.6,22.2,7.3,3.1,1,2.7
2011-07-31,28.6,21.8,10.4,2.2,5,0.1
2011-08-01,26.7,21.8,3.8,3.2,2,0.3
2011-08-02,26.9,22.1,6.7,1.9,2,0.8
2011-08-03,27.3,22.7,0.8,3.5,0,0.8
2011-08-04,27.8,22.1,0.1,3.6,0,0.7
2011-08-05,27.7,22.5,2.8,1.3,0,1.5
2011-08-06,27.7,22.3,2.3,2.9,1,2.4
2011-08-07,28.5,22.5,0.5,1.1,0,1.7
2011-08-08,28.1,22.9,0.1,3.3,0,4.3
2011-08-09,28.5,22.9,1,4.2,0,0.3
2011-08-10,27,23,0.7,2.8,0,2.5
2011-08-11,27.9,22.8,2.4,3.1,0,6
2011-08-12,28.8,22.7,0.9,2.7,0,2.8
2011-08-13,27.2,22,5.4,3.7,1,2.4
2011-08-14,27.9,22.6,0.4,1.6,0,0.9
2011-08-15,26.9,22.2,2,4.2,0,6.5
2011-08-16,28.9,22,0.1,3.4,0,3.1
2011-08-17,27.8,21.8,0.8,3.1,0,3.9
2011-08-18,28,20.5,1.3,2.6,0,7
2011-08-19,29.8,22.3,0,4,0,6.5
2011-08-20,30,22.3,0,4.8,0,9.7
2011-08-21,30.6,23,0,5.4,0,1.9
2011-08-22,29,22.1,0.5,5.2,0,6.3
2011-08-23,30.9,22.5,0,4.7,0,1.6
2011-08-24,29.8,22.3,0,4.6,0,4.8
2011-08-25,28.7,22.2,1,2.5,0,0
2011-08-26,24.7,22.3,0.3,3.6,0,0
2011-08-27,26,21.2,16,1.5,13,0
2011-08-28,24,21.2,15.9,0.2,12,0
2011-08-29,26.1,21.3,10.3,4.3,5,0
2011-08-30,24.4,22.2,39.6,2.5,9,1.9
2011-08-31,28.1,21.8,2.2,2.1,0,3.8
2011-09-01,29.3,22.8,0.1,3.3,1,0.6
2011-09-02,27.9,22.1,11,3.1,7,1.2
2011-09-03,28.1,22.6,14.1,2.7,8,0
2011-09-04,25,22.7,81.2,1.1,12,2.2
2011-09-05,27.8,22.4,1.8,1.9,0,3
2011-09-06,27,22,1.8,3.9,0,0.7
2011-09-07,26.9,22.1,11.4,1.4,7,2.4
2011-09-08,27.9,22.1,4.8,2.2,1,9
2011-09-09,28.8,22.3,0,4.6,0,5.7
2011-09-10,28.9,22.1,0,5.1,0,2.2
2011-09-11,28.1,21.1,0.5,4.2,0,3.9
2011-09-12,27.9,21.6,2.2,4,1,1.6
2011-09-13,27.8,19.7,0,3.3,0,7.6
2011-09-14,30.2,22.3,0,3.5,0,6.1
2011-09-15,31,22.8,0.5,3.5,1,5.2
2011-09-16,31.1,21.5,13.6,3.7,4,5.4
2011-09-17,29.1,20.8,0,3.4,0,7.7
2011-09-18,29.1,21.8,0.6,4.4,0,1
2011-09-19,27.6,19.3,0,4.1,0,8.8
2011-09-20,29.6,20.8,0,2.5,0,4.6
2011-09-21,29.6,19.9,1.5,3,0,4.5
2011-09-22,28.5,19.2,0,4.3,0,9.7
2011-09-23,29.4,18.3,0,4.8,0,9
2011-09-24,29.2,20,0,4.6,0,8
2011-09-25,29.8,19.2,0,4.9,0,9.6
2011-09-26,30.6,19.5,0,6,0,10.3
2011-09-27,31.3,20,0,5.8,0,8.9
2011-09-28,31,20,0,6.2,0,5.8
2011-09-29,31.1,21.3,38.2,4.2,2,5.3
2011-09-30,30.9,20.5,37.3,5.6,2,3.1
2011-10-01,29.7,22.2,1.1,3,0,2.5
2011-10-02,31.1,22.8,3.6,3.2,0,2.4
2011-10-03,31.1,20,15.1,1.9,8.9,0
2011-10-04,30.9,20.4,0,5.3,0,5
2011-10-05,30.4,20.3,0,3.7,0,8.2
2011-10-06,31.7,18.9,0,4.2,0,8.4
2011-10-08,32.4,21.8,1.4,5.4,0,4.6
2011-10-09,32.5,20.8,17.3,2.4,0,8.1
2011-10-10,33.4,21.5,0,6.9,0,7.5
2011-10-11,34,22.2,0,5.6,0,4.3
2011-10-12,33,20,105.1,7,15,1
2011-10-14,30.9,21.7,2.6,4,0,6.9
2011-10-15,32.4,21.4,0,2.9,0,5.3
2011-10-16,32.5,20.3,48.7,3,10,1
2011-10-17,31.9,21.3,0,3,0,5.2
2011-10-18,31.7,21,7,2.9,1,2.5
2011-10-19,30.4,21.6,0,3.6,0,8.1
2011-10-20,32.2,20.6,1.1,3.5,0,8
2011-10-21,31.9,17.3,0,4.1,0,10
2011-10-22,32.6,15.6,0,3.3,0,10
2011-10-23,31.9,15.5,0,4.4,0,9.4
2011-10-24,31.9,15.2,0,4,0,9.8
2011-10-25,31.2,12.6,0,4.7,0,9.5
2011-10-26,31.6,14,0,5.1,0,9.3
2011-10-27,31.7,16.8,0,3.1,0,7.2
2011-10-28,31.7,19.8,0,4.6,0,6.3
2011-10-29,30.5,20.4,0,4.2,0,3.7
2011-10-30,30.3,19.3,0,4.4,0,8.1
2011-10-31,31.3,16.6,0,5.3,0,9.6
2011-11-01,31.5,15.9,0,5,0,9
2011-11-02,31.8,16.8,0,4.9,0,8.4
2011-11-03,31.6,16.1,0,4.7,0,8.7
2011-11-04,31.1,15.6,0,4.9,0,9.1
2011-11-05,31.2,16.2,0,5,0,8.9
2011-11-06,31.7,17.3,0,5,0,9.4
2011-11-07,32.4,15.4,0,4.9,0,9.7
2011-11-08,32.6,14.5,0,5.7,0,9.5
2011-11-09,32,13.9,0,4,0,9.5
2011-11-10,31.6,14.1,0,4.5,0,9.2
2011-11-11,31.9,13.4,0,5,0,9.7
2011-11-12,33.1,14.4,0,3.9,0,9.5
2011-11-13,33.1,14.6,0,3.5,0,9.3
2011-11-14,33.3,15.7,0,3.8,0,8.7
2011-11-15,32.9,15.8,0,3.8,0,8.2
2011-11-16,32,14.5,0,3.5,0,9.1
2011-11-17,31,11.9,0,5,0,10.1
2011-11-18,30.9,10.7,0,5.2,0,9.9
2011-11-19,31.2,11,0,5.5,0,9.9
2011-11-20,31.6,12,0,4,0,9.6
2011-11-21,31.8,12,0,4,0,9.7
2011-11-22,31.3,11.8,0,5.9,0,9.6
2011-11-23,30.6,10.9,0,4.5,0,9.3
2011-11-24,29.4,12.7,0,4.2,0,6.5
2011-11-25,29,13.6,0,4.2,0,2.9
2011-11-26,29.2,12.8,0,3.5,0,5.5
2011-11-27,30.1,18.4,0,3.6,0,3.5
2011-11-28,30.8,22,0,4.3,0,0
2011-11-29,28.4,20.9,0,3.7,0,6
2011-11-30,31.6,16.3,0,5.6,0,6
2011-12-01,32.4,18.1,0,4.5,0,7.6
2011-12-02,32.6,17.3,0,5.4,0,9.4
2011-12-03,32.6,13,0,4.8,0,9.4
2011-12-04,31.9,14.1,0,3.9,0,9.4
2011-12-05,32.2,14.5,0,4.3,0,8.2
2011-12-06,33.1,15.7,0,4.9,0,7.7
2011-12-07,32.6,14.7,0,3.9,0,8
2011-12-08,30.9,12.7,0,3.2,0,8.9
2011-12-09,29.9,11.1,0,3.5,0,8.6
2011-12-10,31.7,12.9,0,2.9,0,8.7
2011-12-11,31.9,12.2,0,3.4,0,9
2011-12-12,31.7,13,0,1,0,8.2
2011-12-13,31.2,13.7,0,3,0,8.2
2011-12-14,30.7,13.4,0,3.3,0,8.5
2011-12-15,29.4,11,0,3.9,0,8.4
2011-12-16,29.5,10.3,0,3.7,0,8.8
2011-12-17,29.5,10.9,0,3.1,0,9
2011-12-18,30.4,10.5,0,3.5,0,8.2
2011-12-19,30.4,10.8,0,3.2,0,8.2
2011-12-20,29.5,11.6,0,3.1,0,7.9
2011-12-21,29.4,10.7,0,3.9,0,8.4
2011-12-22,29,10.7,0,2.9,0,7.7
2011-12-23,29.5,10.4,0,3.1,0,7.2
2011-12-24,28.7,10.5,0,3.2,0,8.8
2011-12-25,30.3,9.7,0,2.9,0,8.8
2011-12-26,31,8.8,0,4.2,0,8.9
2011-12-27,30.9,7.6,0,3.7,0,9.3
2011-12-28,31.2,8.6,0,3.2,0,8.3
2011-12-29,29.9,8.8,0,3.6,0,7.9
2011-12-30,28.1,7.9,0,3.4,0,8.7
2011-12-31,30.8,10.1,0,5.5,0,9
2012-01-01,32.3,15.2,0,3.8,0,3.1
2012-01-02,30.6,15.3,0,3.3,0,7.9
2012-01-03,30.9,14.9,0,4.5,0,8.9
2012-01-04,31.4,12.6,0,4,0,9.6
2012-01-05,32.5,12.6,0,3.8,0,9.4
2012-01-06,32.3,13.8,0,0,0,0
2012-01-07,31.9,10.7,0,4,0,9.6
2012-01-08,31.4,9.1,0,4.3,0,10.1
2012-01-09,30.4,7.2,0,3.4,0,9.6
2012-01-10,28,7.8,0,4.6,0,9.3
2012-01-11,26.9,7.7,0,4.3,0,9.6
2012-01-12,25.9,6.8,0,3.4,0,9.6
2012-01-13,26.9,6.6,0,3.6,0,9.5
2012-01-14,27.1,7.6,0,4.7,0,9.6
2012-01-15,27.9,7.4,0,3.4,0,9.3
2012-01-16,30,8.2,0,3.3,0,9.6
2012-01-17,31.1,8.1,0,3.8,0,9.7
2012-01-18,31,9.4,0,3.6,0,9.5
2012-01-19,27,9.9,0,3.6,0,9.8
2012-01-20,25.1,7.8,0,2.3,0,9.5
2012-01-21,27.2,8.7,0,2.3,0,9.2
2012-01-22,29.6,11.2,0,3.8,0,9.2
2012-01-23,29,13.8,0,3.3,0,6.3
2012-01-24,30.1,13.8,0,4,0,6.5
2012-01-25,29.6,13.5,0,3.1,0,7.8
2012-01-26,30.6,11.8,0,3.4,0,9
2012-01-27,29,10.9,0,3.5,0,9.2
2012-01-28,30.7,10.8,0,3.9,0,9.6
2012-01-29,29.7,9.2,0,5.5,0,9.7
2012-01-30,28.6,8.7,0,3.9,0,9.5
2012-01-31,29.9,12.4,0,3.3,0,8.5
2012-02-01,30.9,13.1,0,4.6,0,8.7
2012-02-02,30,12.7,0,3.9,0,9.4
2012-02-03,30.1,11.8,0,3.8,0,9
2012-02-04,30.5,13,0,4.8,0,9.2
2012-02-05,31.7,13.3,0,4.3,0,8.4
2012-02-06,31.9,13.5,0,3.6,0,9.4
2012-02-07,32.8,13.2,0,3.5,0,7.4
2012-02-08,31.8,10.7,0,4.1,0,8
2012-02-09,29.3,4.6,0,4.9,0,10.2
2012-02-10,28.9,6.6,0,5.2,0,9.8
2012-02-11,29.8,9.3,0,3.1,0,9.6
2012-02-12,32,11.4,0,4.2,0,10.2
2012-02-13,34,11.9,0,3.8,0,9.9
2012-02-14,34.4,11.5,0,4.7,0,9.4
2012-02-15,33.7,14.2,0,8.9,0,8.9
2012-02-16,31.9,9.8,0,6.2,0,10
2012-02-17,30.9,9,0,5.5,0,9.7
2012-02-18,32.2,12.2,0,1.5,0,9.4
2012-02-19,34,14.8,0,5.1,0,9.4
2012-02-21,34.5,13.1,0,4.3,0,9.8
2012-02-22,35.4,12.8,0,7.1,0,9.5
2012-02-23,36,12.9,0,5.3,0,9.7
2012-02-24,35,14,0,4.8,0,9.4
2012-02-25,35.2,13,0,5.2,0,9.5
2012-02-26,35.1,12.5,0,5.8,0,9.9
2012-02-27,35.9,13.5,0,6.1,0,9.6
2012-02-28,36.7,13.3,0,6.2,0,10
2012-02-29,34.7,9.8,0,6.9,0,10.7
2012-03-01,33.6,9.8,0,7.4,0,10.2
2012-03-02,32.7,8.8,0,5.8,0,10.2
2012-03-03,32.2,12.2,0,6.4,0,9.7
2012-03-04,33.4,13.3,0,6,0,9.3
2012-03-05,33,13.7,0,6.3,0,8.8
2012-03-06,36.5,13.7,0,7.2,0,10
2012-03-07,34.9,10.3,0,7.1,0,9.5
2012-03-08,33.5,10.1,0,7.5,0,10.3
2012-03-09,31,10.6,0,7.3,0,9.5
2012-03-10,30.9,10.1,0,6,0,9.4
2012-03-11,32.9,10.1,5.8,0,0,0
2012-03-12,33.1,14.3,0,0,0,0
2012-03-13,35.2,12.8,0,0,0,0
2012-03-14,34.1,12.9,0,6.6,0,9.2
2012-03-15,35.1,13.5,0,7.9,0,9.2
2012-03-16,36.9,14.4,0,7,0,9.1
2012-03-17,37.2,14.2,0,7.7,0,9.2
2012-03-18,38.1,14.8,0,7.7,0,9
2012-03-19,37.8,14.3,0,8,0,9.7
2012-03-20,38.1,14.6,0,6.7,0,9.2
2012-03-21,39.1,15.8,0,7.1,0,8.1
2012-03-22,38.4,16.3,0,9.4,0,7.5
2012-03-23,38,16.4,0,8.3,0,7.5
2012-03-24,38.4,16,0,7.8,0,7.6
2012-03-25,38.1,15.3,0,7.5,0,8.8
2012-03-26,38.7,15.7,0,7.5,0,8
2012-03-27,38.6,16.7,0,9.1,0,7.9
2012-03-28,38.8,18.6,0,7.7,0,7.2
2012-03-29,38.7,19.7,0,8.7,0,7.2
2012-03-30,38.7,18.8,0,8.9,0,8.3
2012-03-31,36.6,18,0,9.1,0,8.7
2012-04-01,37.9,19.7,0,9.8,0,7.9
2012-04-02,38.5,20,0,10.3,0,7.4
2012-04-03,38.8,22.3,0,8.8,0,7.7
2012-04-04,38.8,20.7,0,7.8,0,7.1
2012-04-05,38.8,22.1,0,10.8,0,9
2012-04-06,38.2,18.4,0,9.2,0,9.3
2012-04-07,37.1,17.3,0,9.5,0,10.4
2012-04-08,39,17.9,0,10.5,0,9.6
2012-04-09,39.9,20,0,12.1,0,8.7
2012-04-10,38.9,23.3,0,11.3,0,8.7
2012-04-11,39.1,23.7,0,14.6,0,7
2012-04-12,37.7,21.3,0,11.7,0,7
2012-04-13,37.7,18.5,0,9.2,0,8.2
2012-04-14,38.1,18.8,0,9.6,0,7.6
2012-04-15,38,20.9,0,9.5,0,8.8
2012-04-16,38.5,21,0,10.8,0,7.1
2012-04-17,38.9,21.3,3.6,11,0,6.9
2012-04-18,37.3,21.8,0,7.1,0,7.8
2012-04-19,38.9,25,0,9.7,0,5.6
2012-04-20,36.8,20.4,3.4,6.7,0,9.9
2012-04-21,36.9,21,0,7.7,0,8.6
2012-04-22,36.9,20.7,0,7.4,0,11
2012-04-23,31.9,19.9,0,9.2,0,10.4
2012-04-24,37.1,18.4,0,10.1,0,11.1
2012-04-25,37.1,19.4,0,9.5,0,10.4
2012-04-26,37.1,21.3,0,11.4,0,10.4
2012-04-27,38.4,20.2,0,10,0,10.3
2012-04-28,37.1,21.5,0,12.1,0,9
2012-04-29,37.8,20.4,0,9.7,0,10.5
2012-04-30,38.2,21.4,0,11.4,0,10.8
2012-05-01,37.7,18.3,0,12,0,11.1
2012-05-02,37.1,17.9,0,12.8,0,10.8
2012-05-03,37.5,18.3,0,9.4,0,10.7
2012-05-04,38.2,22.3,0,11.5,0,10.8
2012-05-05,36.4,21.6,0,11.1,0,10.9
2012-05-06,35.3,22,0,10.8,0,10.8
2012-05-07,34.9,21.7,0,12,0,10.4
2012-05-08,37.2,22.8,0,11.3,0,9.7
2012-05-09,38.2,23.8,0,8.5,0,8.9
2012-05-10,38.5,23.7,0,4,0,10.9
2012-05-11,37.8,22.8,0,11,0,10.2
2012-05-12,37.5,23.8,0,11.8,0,10
2012-05-13,37,21.6,0,11,0,11.1
2012-05-14,36.8,21.9,0,10.8,0,11.3
2012-05-15,37.6,16.3,0,10.4,0,11
2012-05-16,39.4,23.7,0,10.5,0,11.2
2012-05-17,38.4,20.7,0,10.5,0,11.4
2012-05-18,39,22.1,0,12.4,0,11.5
2012-05-19,37.7,16.9,0,11.8,0,11.5
2012-05-20,38.4,21.8,0,12.8,0,11.1
2012-05-21,38.6,23.4,0,9.6,0,10.9
2012-05-22,37.5,22.2,0,10.8,0,10.9
2012-05-23,37.7,22.9,0,10.9,0,10.4
2012-05-24,37.9,23.8,0,10,0,10.9
2012-05-25,37.4,23.8,0,11.2,0,10.8
2012-05-26,37.2,24,0,10.8,0,10.4
2012-05-27,37.2,23.6,0,10.3,0,10.7
2012-05-28,35.3,22.7,0,0,0,0
2012-05-29,34.8,23.4,0,0,0,0
2012-05-30,36.1,23.2,0,11.6,0,10.9
2012-05-31,35.6,22.7,0,11,0,11.4
2012-06-01,36.4,23.8,0,11.5,0,11.3
2012-06-02,35.7,23.7,0,10.9,0,11.4
2012-06-03,35.1,24.8,0,12.9,0,11
2012-06-04,36.1,23.9,0,12.4,0,9.6
2012-06-05,37.8,24.8,0,11.4,0,3.9
2012-06-06,35.5,25,0,5.6,0,0
2012-06-07,28.8,21.5,0,1.7,0,5.4
2012-06-08,33.7,22.6,6.1,4.5,0,6.2
2012-06-09,32.8,22.4,1.2,3.3,0,7.7
