Modal PriceBrinjal,Price Date
1200,2016/12/19
800,2016/12/19
1300,2016/12/20
1000,2016/12/20
800,2016/12/20
1300,2016/12/21
1000,2016/12/21
1100,2016/12/21
1000,2016/12/22
1300,2016/12/22
900,2016/12/22
1200,2016/12/23
1000,2016/12/23
900,2016/12/23
1000,2016/12/24
1452,2016/12/24
1300,2016/12/25
1300,2016/12/25
1250,2016/12/25
1000,2016/12/26
900,2016/12/26
1500,2016/12/26
1200,2016/12/27
1100,2016/12/27
1600,2016/12/27
1400,2016/12/28
900,2016/12/28
1900,2016/12/28
1800,2016/12/29
1100,2016/12/29
1300,2016/12/29
1400,2016/12/30
1400,2016/12/30
1550,2016/12/30
1500,2016/12/31
1350,2016/12/31
1300,2017/01/01
1600,2017/01/01
1250,2017/01/01
1300,2017/01/02
1500,2017/01/02
1400,2017/01/02
1200,2017/01/03
1500,2017/01/03
1250,2017/01/03
1800,2017/01/04
1300,2017/01/04
1400,2017/01/04
1600,2017/01/05
1600,2017/01/05
1250,2017/01/05
1500,2017/01/06
1500,2017/01/06
1500,2017/01/06
1700,2017/01/07
1700,2017/01/07
1600,2017/01/08
1400,2017/01/08
1750,2017/01/08
1600,2017/01/09
1400,2017/01/09
1750,2017/01/09
1600,2017/01/10
1500,2017/01/10
1500,2017/01/10
2200,2017/01/11
1300,2017/01/11
2150,2017/01/11
2700,2017/01/12
1800,2017/01/12
2350,2017/01/12
2200,2017/01/13
1400,2017/01/13
2500,2017/01/13
1900,2017/01/14
2200,2017/01/14
1500,2017/01/15
1800,2017/01/15
2600,2017/01/15
2200,2017/01/16
1600,2017/01/16
2500,2017/01/16
2200,2017/01/17
1500,2017/01/17
2000,2017/01/17
2200,2017/01/18
1650,2017/01/18
1400,2017/01/19
1300,2017/01/19
1250,2017/01/19
1600,2017/01/24
1500,2017/01/24
1650,2017/01/24
1300,2017/01/25
1800,2017/01/25
1750,2017/01/25
1550,2017/01/26
1600,2017/01/27
1300,2017/01/27
1500,2017/01/27
1200,2017/01/28
1000,2017/01/29
1200,2017/01/29
1700,2017/01/29
1700,2017/01/30
1100,2017/01/30
1600,2017/01/30
1000,2017/01/31
1300,2017/01/31
1400,2017/01/31
1300,2017/02/01
1800,2017/02/01
1800,2017/02/01
1000,2017/02/02
1600,2017/02/02
1650,2017/02/02
1000,2017/02/03
1300,2017/02/03
1000,2017/02/03
1400,2017/02/04
1400,2017/02/04
1200,2017/02/05
1600,2017/02/05
1350,2017/02/05
1000,2017/02/06
1500,2017/02/06
1350,2017/02/06
1000,2017/02/07
1500,2017/02/07
1350,2017/02/07
1000,2017/02/08
1300,2017/02/08
1350,2017/02/08
1200,2017/02/09
1400,2017/02/09
1340,2017/02/09
800,2017/02/10
1500,2017/02/10
1250,2017/02/10
1500,2017/02/11
1600,2017/02/11
800,2017/02/12
1100,2017/02/12
1350,2017/02/12
1000,2017/02/13
1500,2017/02/13
1000,2017/02/13
1000,2017/02/14
1400,2017/02/14
950,2017/02/14
800,2017/02/15
1400,2017/02/15
1250,2017/02/15
1000,2017/02/16
1100,2017/02/16
1250,2017/02/16
1000,2017/02/17
1500,2017/02/17
1350,2017/02/17
1200,2017/02/18
1100,2017/02/18
1100,2017/02/20
1500,2017/02/22
1200,2017/02/22
1300,2017/02/23
1500,2017/02/23
1000,2017/02/23
1000,2017/02/24
1100,2017/02/27
1700,2017/02/27
1500,2017/02/27
1700,2017/02/28
1500,2017/02/28
1500,2017/02/28
1300,2017/03/01
2000,2017/03/01
1650,2017/03/01
1300,2017/03/02
2200,2017/03/02
1750,2017/03/02
1300,2017/03/03
2200,2017/03/03
1700,2017/03/03
2200,2017/03/04
1800,2017/03/04
1300,2017/03/05
2200,2017/03/05
1800,2017/03/05
1800,2017/03/06
2500,2017/03/06
1650,2017/03/06
1800,2017/03/07
2400,2017/03/07
1600,2017/03/08
2200,2017/03/08
1850,2017/03/08
2200,2017/03/09
2300,2017/03/09
2150,2017/03/09
2200,2017/03/10
2400,2017/03/10
2250,2017/03/10
2000,2017/03/11
2100,2017/03/11
2500,2017/03/12
1900,2017/03/12
1850,2017/03/12
2200,2017/03/13
2250,2017/03/13
2500,2017/03/14
2000,2017/03/14
1850,2017/03/14
2000,2017/03/15
2200,2017/03/15
1700,2017/03/15
2600,2017/03/16
2400,2017/03/16
1900,2017/03/16
2500,2017/03/17
1800,2017/03/17
1700,2017/03/17
2150,2017/03/18
2500,2017/03/19
1600,2017/03/19
2250,2017/03/19
2500,2017/03/20
1600,2017/03/20
1750,2017/03/20
1600,2017/03/21
1600,2017/03/21
1900,2017/03/21
2200,2017/03/22
2150,2017/03/22
1300,2017/03/23
1900,2017/03/23
2150,2017/03/23
1800,2017/03/24
1500,2017/03/24
2500,2017/03/25
1450,2017/03/25
2300,2017/03/26
2000,2017/03/26
1700,2017/03/26
1500,2017/03/27
1900,2017/03/27
1500,2017/03/27
1800,2017/03/28
2000,2017/03/28
1600,2017/03/28
1700,2017/03/29
2000,2017/03/29
1650,2017/03/29
1800,2017/03/30
1600,2017/03/30
1750,2017/03/30
1700,2017/03/31
1500,2017/03/31
1350,2017/03/31
1500,2017/04/01
1500,2017/04/01
1300,2017/04/02
1700,2017/04/02
1500,2017/04/02
1400,2017/04/03
1900,2017/04/03
1300,2017/04/03
1300,2017/04/04
1400,2017/04/04
1450,2017/04/04
1300,2017/04/05
1600,2017/04/05
1500,2017/04/05
1200,2017/04/06
1400,2017/04/06
1750,2017/04/06
1300,2017/04/07
1200,2017/04/07
1700,2017/04/07
2600,2017/04/08
1650,2017/04/08
1700,2017/04/09
1600,2017/04/09
1500,2017/04/09
